Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz),On Demand (Vantage),Linux Spot Average cost (Vantage),Linux Reserved cost (Vantage),On Demand Numeric,Linux Spot Average Numeric,Linux Reserved Numeric,On Demand Filled,Linux Spot Average cost Filled,Linux Reserved cost Filled,gpu_model_clean,cpu_model_clean,gpu_count,vcpu_count,memory_gib,price_usd_per_hour,reserved_price_usd_per_hour,spot_price_usd_per_hour,cpu_tdp_w_package,threads_per_package,cpu_tdp_w_per_vcpu,cpu_source_type,cpu_source_name,cpu_source_note,cpu_mapping_status,gpu_tdp_w_per_gpu,storage_is_local_ssd,storage_total_gb,storage_drive_count_explicit,storage_text_clean,proxy_model,proxy_capacity_gb,idle_w,active_w,idle_w_per_tb,active_w_per_tb,source_type,source_note,estimated_drive_count,estimated_per_drive_gb,storage_total_tb,ssd_idle_w_per_tb,ssd_active_w_per_tb,ssd_idle_w_total,ssd_active_w_total,ram_idle_w_total,ram_active_w_total,gpu_mapping_status,scenario,cpu_utilization,gpu_utilization,ssd_state,ram_state,total_cpu_power_w,total_gpu_power_w,total_ram_power_w,total_ssd_power_w,other_components_power_w,total_power_w,total_power_mw,voll_usd_per_mwh,voll_reserved_usd_per_mwh,voll_spot_usd_per_mwh
G5 Graphics and Machine Learning GPU 48xlarge,g5.48xlarge,g5,"3,614,457.831",GPU instance,110.0 fps,768 GiB,3200 MT/s,Yes,2.0,32.0,48.0,96.0,382924 MB,192.0 MB,Yes,0 units,192 vCPUs,4.00 GiB/vCPU,8.0,NVIDIA A10G,192 GiB,8.6,0,0.0000 units,AMD EPYC 7R32,2.8 GHz,,,,,7600 GB (2×3800 GB NVMe SSD),Yes,Yes,x86_64,100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,350.0,7.0,Yes,No,Yes,115.0,Yes,Yes,Yes,Unknown,Yes,,$16.288 hourly,$10.2614 hourly,$6.0566 hourly,$8.2623 hourly,$18.1312 hourly,$12.1046 hourly,$7.8998 hourly,$12.8963 hourly,$20.1472 hourly,$14.1206 hourly,,,$16.413 hourly,$10.3214 hourly,$6.1816 hourly,$11.1781 hourly,$25.12 hourly,$19.0934 hourly,$10.4608 hourly,$10.4608 hourly,$17.917 hourly,$11.288 hourly,,,,,,,,,,,,,>20%,$4.072 hourly,current,"Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere",26.9°C,Yes,3.65x,41.0W,41.0W,1148 MHz,1148 MHz,4059 MHz,1146 MHz,,,,16.288,8.2623,10.2614,16.288,8.2623,10.2614,A10G,AMD EPYC 7R32,8.0,192.0,768.0,16.288,10.2614,8.2623,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Rome custom-SKU benchmark/reference listings, phoronix",AWS custom Rome part; package TDP inferred from common benchmark/reference sources.,resolved,150,True,7600.0,2,7600 GB (2×3800 GB NVMe SSD),Benchmark for large,5.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,2,3800.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,356.3636363636363,763.6363636363635,0.0,0.0,0.0,1119.9999999999998,0.0011199999999999997,14542.857142857147,9161.964285714288,7377.053571428573
G5 Graphics and Machine Learning GPU Quadruple Extra Large,g5.4xlarge,g5,"312,479.656",GPU instance,111.0 fps,64 GiB,3200 MT/s,No,,,,,,,,0 units,16 vCPUs,4.00 GiB/vCPU,1.0,NVIDIA A10G,24 GiB,8.6,0,0.0000 units,AMD EPYC 7R32,2.8 GHz,,,,,600 GB NVMe SSD,Yes,Yes,x86_64,Up to 25 Gigabit,4750 Mbps,593.75 MB/s,20000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,240.0,8.0,Yes,No,Yes,34.0,Yes,Yes,Yes,Unknown,Yes,,$1.624 hourly,$1.0231 hourly,$0.7051 hourly,$0.7318 hourly,$1.7968 hourly,$1.1959 hourly,$0.8779 hourly,$0.9874 hourly,$2.0208 hourly,$1.4199 hourly,,,$1.749 hourly,$1.0831 hourly,$0.8301 hourly,$0.9396 hourly,$2.36 hourly,$1.7591 hourly,$0.9118 hourly,$0.9791 hourly,$17.917 hourly,$11.288 hourly,,,,,,,,,,,,,>20%,$0.406 hourly,current,Ampere,21.0°C,Yes,3.71x,55.0W,55.0W,1710 MHz,1710 MHz,6251 MHz,1500 MHz,,,,1.624,0.7318,1.0231,1.624,0.7318,1.0231,A10G,AMD EPYC 7R32,1.0,16.0,64.0,1.624,1.0231,0.7318,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Rome custom-SKU benchmark/reference listings, phoronix",AWS custom Rome part; package TDP inferred from common benchmark/reference sources.,resolved,150,True,600.0,,600 GB NVMe SSD,Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,1,600.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,29.69696969696969,95.45454545454544,0.0,0.0,0.0,125.15151515151513,0.00012515151515151514,12976.271186440681,8174.891041162227,5847.312348668282
G5 Graphics and Machine Learning GPU Eight Extra Large,g5.8xlarge,g5,"621,902.633",GPU instance,111.0 fps,128 GiB,3200 MT/s,No,,,,,,,,0 units,32 vCPUs,4.00 GiB/vCPU,1.0,NVIDIA A10G,24 GiB,8.6,0,0.0000 units,AMD EPYC 7R32,2.8 GHz,,,,,900 GB NVMe SSD,Yes,Yes,x86_64,25 Gigabit,16000 Mbps,2000 MB/s,65000 IOPS,16000 Mbps,2000 MB/s,65000 IOPS,Yes,240.0,8.0,Yes,No,Yes,84.0,Yes,Yes,Yes,Unknown,Yes,,$2.448 hourly,$1.5422 hourly,$1.1167 hourly,$1.2062 hourly,$2.7936 hourly,$1.8878 hourly,$1.4623 hourly,$1.6913 hourly,$3.2416 hourly,$2.3358 hourly,,,$2.573 hourly,$1.6022 hourly,$1.2417 hourly,$1.4707 hourly,$3.92 hourly,$1.5422 hourly,$1.8195 hourly,$1.9569 hourly,$17.917 hourly,$11.288 hourly,,,,,,,,,,,,,>20%,$0.612 hourly,current,Ampere,26.0°C,Yes,3.70x,58.0W,58.0W,1710 MHz,1710 MHz,6251 MHz,1500 MHz,,,,2.448,1.2062,1.5422,2.448,1.2062,1.5422,A10G,AMD EPYC 7R32,1.0,32.0,128.0,2.448,1.5422,1.2062,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Rome custom-SKU benchmark/reference listings, phoronix",AWS custom Rome part; package TDP inferred from common benchmark/reference sources.,resolved,150,True,900.0,,900 GB NVMe SSD,Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,1,900.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,59.39393939393938,95.45454545454544,0.0,0.0,0.0,154.84848484848482,0.0001548484848484848,15809.001956947166,9959.412915851275,7789.549902152643
G5 Graphics and Machine Learning GPU Extra Large,g5.xlarge,g5,"69,633.842",GPU instance,115.0 fps,16 GiB,3200 MT/s,No,,,,,,,,0 units,4 vCPUs,4.00 GiB/vCPU,1.0,NVIDIA A10G,24 GiB,8.6,0,0.0000 units,AMD EPYC 7R32,2.8 GHz,,,,,250 GB NVMe SSD,Yes,Yes,x86_64,Up to 10 Gigabit,700 Mbps,87.5 MB/s,3000 IOPS,3500 Mbps,437.5 MB/s,15000 IOPS,Yes,60.0,4.0,Yes,No,Yes,4.0,Yes,Yes,Yes,Unknown,Yes,,$1.006 hourly,$0.6338 hourly,$0.4541 hourly,$0.4846 hourly,$1.0636 hourly,$0.6914 hourly,$0.5117 hourly,$0.5658 hourly,$1.1336 hourly,$0.7614 hourly,,,$1.0623 hourly,$0.6838 hourly,$0.5104 hourly,$0.5645 hourly,$1.19 hourly,$0.8178 hourly,$0.2846 hourly,$0.2898 hourly,$17.917 hourly,$11.288 hourly,,,,,,,,,,,,,>20%,$0.2515 hourly,current,Ampere,26.0°C,Yes,3.83x,57.0W,57.0W,1710 MHz,1710 MHz,6251 MHz,1500 MHz,,,,1.006,0.4846,0.6338,1.006,0.4846,0.6338,A10G,AMD EPYC 7R32,1.0,4.0,16.0,1.006,0.6338,0.4846,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Rome custom-SKU benchmark/reference listings, phoronix",AWS custom Rome part; package TDP inferred from common benchmark/reference sources.,resolved,150,True,250.0,,250 GB NVMe SSD,Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,1,250.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,7.424242424242422,95.45454545454544,0.0,0.0,0.0,102.87878787878786,0.00010287878787878786,9778.497790868927,6160.648011782034,4710.39764359352
G5G 16xlarge Extra Large,g5g.16xlarge,g5g,"1,283,422.46",GPU instance,100.0 fps,128 GiB,,No,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,2.0,NVIDIA T4G Tensor Core,32 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$2.744 hourly,$1.7287 hourly,$0.3629 hourly,$0.5962 hourly,$3.4352 hourly,$2.4199 hourly,$1.0541 hourly,$1.6347 hourly,$4.3312 hourly,$3.3159 hourly,,,$2.869 hourly,$1.7887 hourly,$0.4879 hourly,$1.0685 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,10-15%,,current,"Turing, Turing",74.5°C,Yes,3.31x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,735 MHz,,,,2.744,0.5962,1.7287,2.744,0.5962,1.7287,T4G,AWS Graviton2 Processor,2.0,64.0,128.0,2.744,1.7287,0.5962,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,69.99999999999999,89.09090909090908,0.0,0.0,0.0,159.09090909090907,0.00015909090909090907,17248.000000000004,10866.114285714286,3747.5428571428574
G5G Double Extra Large,g5g.2xlarge,g5g,"157,801.302",GPU instance,99.0 fps,16 GiB,,No,,,,,,,,0 units,8 vCPUs,2.00 GiB/vCPU,1.0,NVIDIA T4G Tensor Core,16 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,Up to 10 Gigabit,2375 Mbps,296.875 MB/s,12000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,No,,$0.556 hourly,$0.3503 hourly,$0.2065 hourly,$0.2356 hourly,$0.6712 hourly,$0.4655 hourly,$0.3217 hourly,$0.4171 hourly,$0.8112 hourly,$0.6055 hourly,,,$0.681 hourly,$0.4103 hourly,$0.3315 hourly,$0.4269 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,5-10%,,current,Turing,73.0°C,Yes,3.28x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,735 MHz,,,,0.556,0.2356,0.3503,0.556,0.2356,0.3503,T4G,AWS Graviton2 Processor,1.0,8.0,16.0,0.556,0.3503,0.2356,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,8.749999999999998,44.54545454545454,0.0,0.0,0.0,53.29545454545454,5.329545454545454e-05,10432.409381663114,6572.793176972282,4420.639658848614
G5G Quadruple Extra Large,g5g.4xlarge,g5g,"314,877.985",GPU instance,99.0 fps,32 GiB,,No,,,,,,,,0 units,16 vCPUs,2.00 GiB/vCPU,1.0,NVIDIA T4G Tensor Core,16 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,Up to 10 Gigabit,4750 Mbps,593.75 MB/s,20000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$0.828 hourly,$0.5216 hourly,$0.215 hourly,$0.2403 hourly,$1.0008 hourly,$0.6944 hourly,$0.3878 hourly,$0.4449 hourly,$1.2248 hourly,$0.9184 hourly,,,$0.953 hourly,$0.5816 hourly,$0.34 hourly,$0.3971 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,5-10%,,current,Turing,58.0°C,Yes,3.30x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,735 MHz,,,,0.828,0.2403,0.5216,0.828,0.2403,0.5216,T4G,AWS Graviton2 Processor,1.0,16.0,32.0,0.828,0.5216,0.2403,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,17.499999999999996,44.54545454545454,0.0,0.0,0.0,62.04545454545453,6.204545454545453e-05,13345.054945054948,8406.739926739929,3872.967032967034
G5G Eight Extra Large,g5g.8xlarge,g5g,"622,245.268",GPU instance,100.0 fps,64 GiB,,No,,,,,,,,0 units,32 vCPUs,2.00 GiB/vCPU,1.0,NVIDIA T4G Tensor Core,16 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,12 Gigabit,9500 Mbps,1187.5 MB/s,40000 IOPS,9500 Mbps,1187.5 MB/s,40000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$1.372 hourly,$0.8644 hourly,$0.4199 hourly,$0.5597 hourly,$1.7176 hourly,$1.21 hourly,$0.7655 hourly,$1.2256 hourly,$2.1656 hourly,$1.658 hourly,,,$1.497 hourly,$0.9244 hourly,$0.5449 hourly,$1.005 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,5-10%,,current,Turing,72.0°C,Yes,3.33x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,720 MHz,,,,1.372,0.5597,0.8644,1.372,0.5597,0.8644,T4G,AWS Graviton2 Processor,1.0,32.0,64.0,1.372,0.8644,0.5597,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,34.99999999999999,44.54545454545454,0.0,0.0,0.0,79.54545454545453,7.954545454545454e-05,17248.000000000004,10866.742857142857,7036.228571428572
G5G Metal,g5g.metal,g5g,"1,262,202.939",GPU instance,178.0 fps,128 GiB,,No,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,2.0,NVIDIA T4G Tensor Core,32 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,Yes,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$2.744 hourly,$1.7287 hourly,$0.524 hourly,$0.6567 hourly,$3.4352 hourly,$2.4199 hourly,$1.2152 hourly,$1.6802 hourly,$4.3312 hourly,$3.3159 hourly,,,$2.869 hourly,$1.7887 hourly,$0.649 hourly,$1.114 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,>20%,,current,"Turing, Turing",75.0°C,No,5.93x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,735 MHz,,,,2.744,0.6567,1.7287,2.744,0.6567,1.7287,T4G,AWS Graviton2 Processor,2.0,64.0,128.0,2.744,1.7287,0.6567,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,69.99999999999999,89.09090909090908,0.0,0.0,0.0,159.09090909090907,0.00015909090909090907,17248.000000000004,10866.114285714286,4127.828571428571
G5G Extra Large,g5g.xlarge,g5g,"77,504.36",GPU instance,99.0 fps,8 GiB,,No,,,,,,,,0 units,4 vCPUs,2.00 GiB/vCPU,1.0,NVIDIA T4G Tensor Core,16 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,Up to 10 Gigabit,1188 Mbps,148.5 MB/s,6000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,18.0,Yes,Yes,Yes,Unknown,No,,$0.42 hourly,$0.2646 hourly,$0.1118 hourly,$0.1249 hourly,$0.4776 hourly,$0.3222 hourly,$0.1694 hourly,$0.2041 hourly,$0.5476 hourly,$0.3922 hourly,,,$0.4763 hourly,$0.3146 hourly,$0.1681 hourly,$0.2028 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,5-10%,,current,Turing,67.0°C,Yes,3.29x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,720 MHz,,,,0.42,0.1249,0.2646,0.42,0.1249,0.2646,T4G,AWS Graviton2 Processor,1.0,4.0,8.0,0.42,0.2646,0.1249,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,4.374999999999999,44.54545454545454,0.0,0.0,0.0,48.92045454545454,4.892045454545454e-05,8585.365853658537,5408.780487804879,2553.124274099884
G6 Graphics and Machine Learning GPU 12xlarge Extra Large,g6.12xlarge,g6,"1,056,861.342",GPU instance,138.0 fps,192 GiB,3200 MT/s,No,,,,,,,,0 units,48 vCPUs,4.00 GiB/vCPU,4.0,NVIDIA L4,96 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,3760 GB (4×940 GB NVMe SSD),Yes,Yes,x86_64,40 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,240.0,8.0,Yes,No,Yes,114.0,Yes,Yes,Yes,Unknown,Yes,,$4.6016 hourly,$2.9956 hourly,$1.9524 hourly,$2.2364 hourly,$5.12 hourly,$3.514 hourly,$2.4708 hourly,$3.1353 hourly,$5.792 hourly,$4.186 hourly,,,$4.7266 hourly,$3.0555 hourly,$2.0774 hourly,$2.7419 hourly,$6.8096 hourly,$5.2036 hourly,$2.6682 hourly,$2.722 hourly,$14.685 hourly,$9.56 hourly,$7.6208 hourly,$6.0148 hourly,$12.5696 hourly,$10.9636 hourly,$24.8096 hourly,$23.2036 hourly,$5.4128 hourly,$3.8068 hourly,$10.3616 hourly,$8.7556 hourly,$22.6016 hourly,$20.9956 hourly,5-10%,$1.1504 hourly,current,"Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace",46.0°C,Yes,4.58x,27.0W,27.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,,,4.6016,2.2364,2.9956,4.6016,2.2364,2.9956,L4,AMD EPYC 7R13 Processor,4.0,48.0,192.0,4.6016,2.9956,2.2364,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,72,True,3760.0,4,3760 GB (4×940 GB NVMe SSD),Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,4,940.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,89.09090909090908,183.27272727272725,0.0,0.0,0.0,272.3636363636363,0.00027236363636363634,16895.06008010681,10998.531375166891,8211.081441922564
G6 Graphics and Machine Learning GPU 16xlarge Extra Large,g6.16xlarge,g6,"1,380,872.755",GPU instance,134.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,64 vCPUs,4.00 GiB/vCPU,1.0,NVIDIA L4,24 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,1880 GB (2×940 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,Yes,,$3.3968 hourly,$2.2113 hourly,$1.2304 hourly,$1.2526 hourly,$4.088 hourly,$2.9025 hourly,$1.9216 hourly,$1.9623 hourly,$4.984 hourly,$3.7985 hourly,,,$3.5218 hourly,$2.2712 hourly,$1.3554 hourly,$1.3961 hourly,$6.3408 hourly,$5.1553 hourly,$3.3118 hourly,$3.3128 hourly,$14.685 hourly,$9.56 hourly,$7.4224 hourly,$6.2369 hourly,$14.0208 hourly,$12.8353 hourly,$30.3408 hourly,$29.1553 hourly,$4.4784 hourly,$3.2929 hourly,$11.0768 hourly,$9.8913 hourly,$27.3968 hourly,$26.2113 hourly,10-15%,$0.8492 hourly,current,Ada Lovelace,40.0°C,Yes,4.46x,28.0W,28.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,,,3.3968,1.2526,2.2113,3.3968,1.2526,2.2113,L4,AMD EPYC 7R13 Processor,1.0,64.0,256.0,3.3968,2.2113,1.2526,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,72,True,1880.0,2,1880 GB (2×940 GB NVMe SSD),Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,2,940.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,118.78787878787875,45.81818181818181,0.0,0.0,0.0,164.60606060606057,0.00016460606060606056,20635.9351988218,13433.891752577323,7609.683357879236
